book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,original_title,language_code,average_rating,ratings_count
255,662,662,817219,147,452011876,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,3.68,283295
256,49436,49436,251800,67,143038257,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,en-US,3.64,283516
257,13023,13023,2933712,4,517223627,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,eng,4.03,343252
258,1232,1232,3209783,279,143034901,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,eng,4.24,263685
259,7631105,7631105,6574198,107,385738757,James Dashner,2010,The Scorch Trials,eng,3.93,305643
260,4865,4865,2370171,353,,Dale Carnegie,1936,How to Win Friends and Influence People,eng,4.13,282623
261,480479,480479,940760,59,767900383,Frances Mayes,1996,Under the Tuscan Sun,eng,3.72,279264
262,19486412,19486412,27570886,107,399167064,Liane Moriarty,2014,Big Little Lies,eng,4.2,306186
263,24337,24337,2485462,61,590920685,Gail Carson Levine,1997,Ella Enchanted,eng,3.97,339117
264,3876,3876,589497,343,743297334,Ernest Hemingway,1926,The Sun Also Rises,en-US,3.83,284988
265,14891,14891,833257,127,61120073,Betty  Smith,1943,A Tree Grows In Brooklyn ,eng,4.24,291909
266,13148,13148,881425,111,446677388,James Patterson,1995,Kiss the Girls,eng,3.93,274639
267,21853621,21853621,41125521,90,312577222,Kristin Hannah,2015,The Nightingale,eng,4.54,253606
268,6334,6334,1499998,159,1400078776,Kazuo Ishiguro,2005,Never Let Me Go,eng,3.8,294123
269,366522,366522,2742631,17,786890754,Cecelia Ahern,2003,"PS, I Love You",en-US,4.01,262921
270,12873,17899948,46663,306,1844080382,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,4.2,177384
271,18373,18373,3337594,163,156030306,Daniel Keyes,1966,Flowers for Algernon,en-US,4.07,313044
272,6952,6952,1172473,177,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,en-US,3.94,263199
273,1103,1103,1453585,105,812968069,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,280475
274,22034,22034,266624,259,451205766,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,4.36,256480
275,49750,49750,48658,116,525476881,John Green,2006,An Abundance of Katherines,eng,3.63,312754
276,29579,29579,1783981,169,553803719,Isaac Asimov,1951,Foundation,eng,4.13,279688
277,15783514,15783514,21500681,109,62255657,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,3.99,293844
278,30118,30118,142009,32,60513063,Shel Silverstein,1981,A Light in the Attic,eng,4.34,297861
279,29056083,29056083,48765776,95,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two",eng,3.75,270603
280,11614718,11614718,10342808,108,61726834,Lauren Oliver,2011,Delirium,eng,3.99,256975
281,32499,32499,490324,145,385339704,John Grisham,1992,The Pelican Brief,eng,3.95,288376
282,17061,17061,2834844,153,61139378,Neil Gaiman,2002,Coraline,eng,4.03,316379
283,12067,12067,4110990,114,60853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304
284,70401,70401,1701188,312,140042598,Jack Kerouac,1955,On the Road,eng,3.64,246602
285,16181775,16181775,22084678,122,1476729085,Graeme Simsion,2013,The Rosie Project,eng,4.01,251703
286,3063499,3063499,3094402,99,446579939,Nicholas Sparks,2008,The Lucky One,en-US,4.1,267166
287,2122,2122,3331807,154,451191153,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,3.85,244545
288,19691,19691,1112006,117,425172902,Tom Clancy,1984,The Hunt for Red October,,4.01,270318
289,76620,76620,1357456,193,038039586X,Richard Adams,1972,Watership Down,eng,4.05,292426
290,10335308,10335308,15237902,18,307886263,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674
291,3591262,3591262,3633533,74,375414495,Abraham Verghese,2009,Cutting for Stone,eng,4.28,258319
292,140225,140225,3349054,299,006112527X,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,eng,4.08,306492
293,295,295,3077988,2573,753453800,Robert Louis Stevenson,1882,Treasure Island,eng,3.82,268012
294,9520360,9520360,14406312,69,1423140591,Rick Riordan,2011,The Son of Neptune ,eng,4.44,299980
295,10644930,10644930,15553789,145,1451627289,Stephen King,2011,11/22/63,eng,4.29,258464
296,4948,4948,3144982,162,241003008,Eric Carle,1969,The Very Hungry Caterpillar,eng,4.29,296952
297,135479,135479,1621115,155,140285601,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,4.18,238940
298,2493,2493,3234863,1248,451528557,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,3.87,276076
299,7933292,7933292,11283577,69,849946158,"Todd Burpo, Lynn Vincent",2010,,eng,4.01,228371
300,39999,39999,1148702,178,385751060,John Boyne,2006,The Boy in the Striped Pyjamas,eng,4.1,285692
301,4900,4900,2877220,1369,1892295490,Joseph Conrad,1899,Heart of Darkness,eng,3.42,255576
302,7812659,7812659,10829530,117,044654759X,Nicholas Sparks,2010,Safe Haven,eng,4.19,255531
303,52529,52529,2001660,113,1582701709,Rhonda Byrne,2006,The Secret,eng,3.62,241537
304,227711,227711,1191096,52,60987561,Wally Lamb,1998,I Know This Much Is True ,eng,4.17,246917
305,10583,33124137,150017,198,1416524347,Stephen King,1983,Pet Sematary,eng,3.91,256383
306,5203,5203,1003370,61,671021001,Wally Lamb,1992,She's Come Undone,en-US,3.84,259576
307,1215032,1215032,2502882,102,756404738,Patrick Rothfuss,2011,The Wise Man's Fear,eng,4.57,245686
308,33724,33724,2888997,94,440241901,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,3.83,278747
309,6752378,6752378,6948844,96,1442403543,Cassandra Clare,2011,City of Fallen Angels,en-US,4.16,341826
310,14748,14748,2796838,71,743418174,Jennifer Weiner,2001,Good in Bed,en-US,3.7,248804
311,3412,3412,816449,201,380018179,Colleen McCullough,1977,The Thorn Birds,eng,4.22,255651
312,2213661,2213661,2219449,129,60530928,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,4.12,302303
313,13158800,13158800,18337340,113,1451681739,M.L. Stedman,2012,The Light Between Oceans,eng,4,243526
314,28194,28194,2628323,134,439709105,"Cornelia Funke, Anthea Bell",2003,Tintenherz,en-US,3.86,285011
315,4894,4894,3332594,128,91883768,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,3.74,237272
316,9791,9791,613469,95,307279464,Bill Bryson,1997,A Walk in the Woods,eng,4.05,250192
317,13214,13214,1413589,107,553279378,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,270859
318,15818107,15818107,21545713,65,61950726,Christina Baker Kline,2013,Orphan Train,eng,4.14,226091
319,8755776,8755776,13629058,101,1442416866,Cassandra Clare,2012,City of Lost Souls,eng,4.3,300553
320,13526165,13526165,17626728,78,316204277,Maria Semple,2012,"Where'd You Go, Bernadette",eng,3.9,215453
321,10365,10365,115,69,375806814,Wilson Rawls,1961,Where the Red Fern Grows,,4.04,268548
322,14497,14497,16534,152,60557818,Neil Gaiman,1996,Neverwhere,eng,4.18,268318
323,9717,9717,4489585,274,571224385,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,eng,4.08,205279
324,16068905,16068905,21861351,80,,Rainbow Rowell,2013,,eng,4.12,340379
325,4473,4473,1734019,138,552135399,John Irving,1989,A Prayer for Owen Meany,eng,4.22,226964
326,32234,32234,1223333,96,316182540,Janet Fitch,1999,White Oleander,eng,3.93,245674
327,9275658,9275658,14157512,91,039925675X,Marie Lu,2011,Legend,eng,4.19,299998
328,14866,14866,3375915,84,743496728,Jodi Picoult,2007,Nineteen Minutes,eng,4.1,235978
329,2318271,2318271,3364076,111,1401323251,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,4.25,241869
330,228665,228665,2008238,94,812511816,Robert Jordan,1990,The Eye of the World,eng,4.18,260184
331,10916,10916,3349846,76,61150142,Jodi Picoult,1998,The Pact,en-US,4,221225
332,65605,65605,1031537,312,60764902,C.S. Lewis,1953,The magician's nephew,eng,4.01,268355
333,2153405,2153405,2158906,107,595440096,Lisa Genova,2007,Still Alice,eng,4.3,223432
334,13596809,13596809,19186128,81,425263916,Sylvia Day,2012,Reflected in You,eng,4.33,252564
335,6689,6689,2379261,182,375814248,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,eng,3.99,270402
336,13137,13137,1711194,107,446696617,James Patterson,2001,1st To Die,en-US,4.05,233984
337,13,13,135328,32,345453743,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,eng,4.37,222842
338,6280118,6280118,6463667,129,340896965,David Nicholls,2009,One Day,eng,3.77,222926
339,32929,32929,1086867,98,60775858,"Margaret Wise Brown, Clement Hurd",1947,,en-US,4.27,244842
340,7747374,7747374,10576999,38,61969559,Pittacus Lore,2010,I Am Number Four,en-US,3.94,253437
341,1371,1371,3293141,1726,140275363,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,Ἰλιάς,eng,3.83,241088
342,13497818,13497818,19926990,139,316228532,J.K. Rowling,2012,The Casual Vacancy,eng,3.28,231835
343,24192,24192,1022176,120,385339690,John Grisham,1996,The Runaway Jury,eng,3.96,222712
344,4138,4138,2086690,54,316777730,David Sedaris,1997,Naked,en-US,4.08,201337
345,45978,45978,2035753,163,375840400,Christopher Paolini,2005,Eldest,en-US,3.96,250000
346,236093,236093,1993810,1474,140621679,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,eng,3.98,247521
347,121749,121749,3348636,348,000720230X,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,eng,3.96,250221
348,16143347,16143347,21975829,77,,E. Lockhart,2014,We Were Liars,eng,3.85,273442
349,11590,11590,3048937,211,450031063,Stephen King,1975,Salem's Lot,en-GB,3.99,228680
350,7745,7745,1309111,98,679785892,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,eng,4.08,232489
351,10025305,10025305,6674845,99,1416975888,Cassandra Clare,2011,Clockwork Prince,eng,4.46,307994
352,20910157,20910157,40098620,29,62268341,Amy Poehler,2014,Yes Please,eng,3.81,251082
353,12996,12996,995103,1053,743477553,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",eng,3.88,238875
354,6149,6149,736076,153,1400033411,Toni Morrison,1987,Beloved,eng,3.77,233825
355,3236307,3236307,3270810,87,015206396X,Kristin Cashore,2008,Graceling,en-CA,4.1,281185
356,78411,78411,1069597,126,439206472,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,eng,3.89,275670
357,355697,355697,2662852,372,449213943,"Erich Maria Remarque, A.W. Wheen",1929,Im Westen nichts Neues,en-US,3.92,249113
358,191139,191139,2125304,40,679805273,Dr. Seuss,1990,"Oh, the Places You'll Go!",en-US,4.34,257260
359,16115612,16115612,21933087,135,159463176X,Khaled Hosseini,2012,And The Mountains Echoed,eng,4.03,199326
360,7082,7082,830939,221,345404475,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,eng,4.08,223828
361,18254,18254,3057979,1787,141439742,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,eng,3.85,230181
362,11149,17383917,2920952,231,60652896,C.S. Lewis,1942,A Grief Observed,eng,4.21,116277
363,6936382,6936382,7168450,79,525423273,Stephanie Perkins,2010,Anna and the French Kiss,en-US,4.08,259479
364,113946,113946,267076,72,7173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,250602
365,5805,5805,392838,72,1401207928,"Alan Moore, David   Lloyd",1990,V for Vendetta,eng,4.25,210682
366,2203,2203,963375,38,743223136,David McCullough,2001,John Adams,eng,4.05,215780
367,14995,14995,4574034,82,553384287,Dean Koontz,2003,Odd Thomas,eng,3.94,205986
368,119324,119324,1570229,55,679879250,Philip Pullman,1997,The Subtle Knife,eng,4.1,242503
369,22232,22232,963221,85,439488400,Jerry Spinelli,2000,Stargirl,eng,3.74,237560
370,7090447,7090447,7346572,76,1423113381,Rick Riordan,2010,The Red Pyramid,eng,4.06,232791
371,350,350,908211,130,441788386,Robert A. Heinlein,1961,Stranger in a Strange Land,eng,3.91,220301
372,10176,10176,2582035,55,965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,eng,4.08,191923
373,6319,6319,1249788,197,141311371,"Roald Dahl, Quentin Blake",1982,The BFG,eng,4.22,245855
374,21,21,2305997,155,076790818X,Bill Bryson,2003,A Short History of Nearly Everything,en-US,4.19,191535
375,1852,1852,3252320,1384,439227143,Jack London,1903,The Call of the Wild,eng,3.83,223932
376,7864437,7864437,11022464,88,385738773,James Dashner,2011,The Death Cure,eng,3.77,223674
377,16793,16793,3166179,207,61142026,Neil Gaiman,1999,Stardust,eng,4.07,237602
378,33917,33917,16171,93,618485228,Jhumpa Lahiri,2003,The Namesake,en-US,3.96,184211
379,8667848,8667848,13190160,99,670022411,Deborah Harkness,2011,A Discovery of Witches,eng,3.99,226622
380,11297,11297,2956680,232,375704027,"Haruki Murakami, Jay Rubin",1987,ノルウェイの森 [Noruwei no Mori],eng,4.02,183988
381,5168,5168,1649,54,446672211,Billie Letts,1995,Where the Heart Is,en-US,4,208333
382,6567017,6567017,6759965,86,525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson",eng,3.84,236431
383,1241,1241,3140930,69,307276902,James Frey,2003,A Million Little Pieces,en-CA,3.62,184241
384,2282133,2282133,6651004,93,1595141758,Richelle Mead,2008,Frostbite,eng,4.3,256745
385,8520610,8520610,13387396,86,307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,eng,4.04,202135
386,233818,233818,3215136,127,440439884,Scott O'Dell,1960,Island of the Blue Dolphins,en-CA,3.8,236015
387,17250,17250,1426723,133,142437336,"Arthur Miller, Christopher Bigsby",1953,The Crucible,eng,3.55,242980
388,50,50,1158125,93,689840926,Gary Paulsen,1986,Hatchet,en-US,3.68,222553
389,68428,68428,66322,75,076531178X,Brandon Sanderson,2006,Mistborn : The Final Empire,eng,4.43,208944
390,51496,51496,3164921,1974,451528956,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr Jekyll and Mr Hyde,eng,3.79,223535
391,7784,7784,886002,40,679889108,Dr. Seuss,1971,The Lorax,eng,4.35,226564
392,389627,389627,2617009,115,810993139,Jeff Kinney,2004,Greg Heffley's Journal,en-US,3.96,254852
393,7896527,7896527,11138426,73,1599906953,Sarah J. Maas,2012,Throne of Glass,eng,4.24,274987
394,2802316,2802316,6651006,88,1595141979,Richelle Mead,2008,Shadow Kiss,en-US,4.37,266742
395,46170,46170,2252079,371,684803356,Ernest Hemingway,1940,For Whom the Bell Tolls,eng,3.95,195063
396,3367956,3367956,3407295,69,345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,197294
397,343,343,2977727,364,140120831,"Patrick Süskind, John E. Woods",1985,Das Parfum. Die Geschichte eines Mörders,eng,4,178135
398,1097,1097,2207547,61,60838582,Eric Schlosser,2001,Fast Food Nation : The Dark Side of the All-American Meal ,eng,3.73,179347
399,3950967,3950967,3007490,131,747599874,J.K. Rowling,2007,The Tales of Beedle the Bard,en-US,4.06,284833
400,22328,888628,909457,143,441569595,William Gibson,1984,Neuromancer,eng,3.88,183878
401,10799,10799,4652599,425,99910101,Ernest Hemingway,1929,A Farewell to Arms,en-US,3.79,186613
402,391729,391729,1383053,12,553212281,Edgar Allan Poe,1843,The Tell-Tale Heart,en-GB,4.15,195689
403,10534,10534,3200649,1865,1590302257,"Sun Tzu, Thomas Cleary",-500,孫子兵法 [Sūnzi bīngfǎ],eng,3.95,167332
404,11367726,11367726,16298550,76,385344228,William Landay,2012,Defending Jacob,eng,3.97,182025
405,4980,4980,2859378,112,385334206,Kurt Vonnegut Jr.,1973,Breakfast of Champions,eng,4.08,178154
406,627206,627206,1763052,64,874774241,Betty Edwards,1979,Drawing on the Right Side of the Brain,en-US,3.84,218264
407,5826,5826,859342,77,60838728,Ann Patchett,2001,Bel Canto,eng,3.92,192330
408,1842,1842,2138852,118,739467352,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",eng,4,171558
409,9375,9375,2129359,94,375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,,4.26,207508
410,37781,37781,825843,161,385474547,Chinua Achebe,1958,Things Fall Apart,en-US,3.61,199346
411,33722,33722,2914,99,385338694,Sophie Kinsella,2005,The Undomestic Goddess,eng,3.82,200509
412,567795,23878688,832090,147,1881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,165675
413,7190,7190,1263212,1341,,Alexandre Dumas,1844,Les Trois Mousquetaires,,4.06,195274
414,6948436,6948436,4126074,82,1416589643,Chris Cleave,2008,The Other Hand,en-US,3.7,116784
415,3975774,3975774,4021549,78,031253275X,Alyson Noel,2009,Evermore,en-US,3.59,230031
416,6327,6327,105046,174,590032496,"Roald Dahl, Quentin Blake",1983,The Witches,en-US,4.17,221431
417,40440,40440,849453,137,743298020,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,213200
418,6479259,6479259,6670482,71,1595142509,Richelle Mead,2010,Spirit Bound,eng,4.37,224247
419,5996153,5996153,6651007,76,1595141987,Richelle Mead,2009,Blood Promise,en-US,4.35,231853
420,3478,3478,1622450,133,446676071,Nicholas Sparks,1998,Message in a Bottle,en-US,3.95,185116
421,8683812,8683812,13556031,77,345521307,Paula McLain,2011,The Paris Wife,eng,3.79,191850
422,862041,862041,2962492,76,545044251,J.K. Rowling,1998,Complete Harry Potter Boxed Set,eng,4.74,190050
423,16248068,16248068,20397129,84,62059963,Kiera Cass,2013,The Elite,eng,4.02,234247
424,119073,119073,3138328,428,156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,Il nome della rosa,en-US,4.11,200217
425,46799,46799,2115708,92,1416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,eng,3.77,196677
426,310612,310612,968084,131,802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,eng,3.89,170776
427,92303,92303,649216,728,158049580X,Oscar Wilde,1895,The Importance of Being Earnest,eng,4.17,210630
428,12127750,12127750,17115055,65,1423140605,Rick Riordan,2012,The Mark of Athena,eng,4.47,277491
429,34497,34497,194190,153,60855924,Terry Pratchett,1983,The Colour of Magic,eng,3.97,190590
430,4929,4929,6191072,157,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],en-US,4.13,167593
431,28877,28877,925503,191,525945563,Thomas Harris,1981,Red Dragon,eng,4.01,194013
432,41804,41804,1796026,218,553803700,Isaac Asimov,1950,"I, Robot",eng,4.17,198368
433,42899,42899,2158128,73,451216954,J.R. Ward,2005,Dark Lover,eng,4.21,227021
434,7791997,7791997,6867038,73,1416989439,Becca Fitzpatrick,2010,Crescendo,en-US,4.07,226237
435,6482837,6482837,6674135,82,61726818,Lauren Oliver,2010,Before I Fall,eng,3.92,220160
436,9777,9777,810135,168,679457313,Arundhati Roy,1997,The God of Small Things,eng,3.91,165378
437,18079776,18079776,25387072,63,670024783,Sue Monk Kidd,2014,The Invention of Wings,en-US,4.23,168006
438,6469165,6469165,6659752,68,141043768,Liane Moriarty,2009,What Alice Forgot,eng,4.05,165704
439,3869,3869,2192250,246,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Black Holes,eng,4.12,165628
